Renieri Ortiz illegal is the word you need to research. ILL LE GULL (that's the pronunciation). Let's stick to the topic.,18.11111111111111,Negative tone,"Julie Carr We proved it when we voted and got driver's licenses in the great state of Texas! Don't need to prove anything to you, tho.",yes
Christine Huggard Roach  No I didnt can you please update.,18.555555555555557,Not Counterspeech,Christine Huggard Roach  No I didnt can you please update.,no
Laura Johnson so I guess Im not a real American,11.222222222222221,Counterspeech,"Stay The Course, Mr. President.  Real Americans have your back.",yes
"We know walls work, ask the DEMONCRATS! How do they survive day to day? Their walls seem to be working!",23.22222222222222,Negative tone,original post,yes
They have no right to be alive,19,Not Counterspeech,original post,no
no what is petty it you not understanding that this child wass taken by someone who shouldn't have been here in the first place.  so don't say it is an illegal thing when that is who killed there child.  see if you can get the congress or senate to pass a stiff law for anyone drinking and driving it won't happen cause they are the ones who are doing it all the time and walk away.  don't blame this parent =,14.666666666666666,Not Counterspeech,Nathan Berg well the thing is you can not prove it. And what your saying is a hyperbole.,no
True we need the wall n sorry for your  loss God give you strength,12.11111111111111,Not Counterspeech,original post,no
Lauren Lynby De Morey  Just shut up!,21.166666666666668,Counterspeech,A white Christian killed my neighbors daughter. We should just ban all white Christians while we're at it.,yes
Oliver Oriel it certainly will be a lot harder for them. I say we stop making it so easy. Build the wall.,21.833333333333332,Humor,"Walls can't stop a determined immigrant, he/she can either chose to dig an underground tunnel or even climb over the wall...how about you just come up with a good policy.",yes
Larry Lubiner is it?,12.11111111111111,Not Counterspeech,Are you against the wall? First take the door out of your house and leave everything open.,no
Keith Webber Jr. gun reform 2020,12.777777777777779,Counterspeech,8 Billion buys a lot of Wall....,yes
Unfortunately this is a familiar story of heartbreak  for so many families.,8.11111111111111,Not Counterspeech,original post,no
Will he build a wall for that,10.333333333333334,Counterspeech,Will he build a wall for that,yes
Build wall wall  sorry those people kill by immigrants. If open borders .believe me  Come Criminal. Kill drive with out license  been hate 3 times Immigrants  until my car small damage  Ignore Those . Democrat do job . Pray for  2020 victory again  hate jackpot winners lol.America its Amazing,18,Counterspeech,original post,yes
"Whittley Guidry Garcia  Because a lot of crime is caused by illegal criminals,",8.222222222222221,Counterspeech,Paulo Americo Rocha I can't see the comments private message me,yes
Linda Durbin he doesn't work hard...he hardly works,11.444444444444445,Counterspeech,Thank you Mr President for working so hard for us American citizens!,yes
BUILD THE WALL STRONG FOR THE AMERICAN PEOPLE,7.888888888888889,Counterspeech,original post,yes
https://www-pewresearch-org.cdn.ampproject.org/v/www.pewresearch.org/fact-tank/2018/12/03/what-we-know-about-illegal-immigration-from-mexico/?amp_js_v=a2&amp_gsa=1&amp=1&usqp=mq331AQCCAE%3D#referrer=https%3A%2F%2Fwww.google.com&amp_tf=From%20%251%24s&ampshare=http%3A%2F%2Fwww.pewresearch.org%2Ffact-tank%2F2018%2F12%2F03%2Fwhat-we-know-about-illegal-immigration-from-mexico%2F,10.11111111111111,Not Counterspeech,"Illegal crossing on the southern border has been on the decline in the past 10 years, and a majority of illegal immigration is people over staying their visas. But yup believe the emotional driven propaganda all you want.",no
Of course we care. But some of us seem better informed and know that fentanyl is flying in from China and that most drugs are intercepted at legal entry points. Trump is lying.,15.666666666666666,Counterspeech,Sam North what does that have to do with the wall being wrong ...he said he didn't have to do it because he was making a point he wanted it to end now...China will be stopped that just happened this Mexico border problem been a problem before he got in office or ever thought about being President.,yes
Florida school gun man is an American,10.333333333333334,Not Counterspeech,original post,no
"Wasn't it Crazy Queen Polosi who said ""there will be collateral damage, just the way it is?"" We Americans better wakeup...last chance we have! Build the wall and take control of our country! Thank you President Trump",29,Not Counterspeech,original post,no
"keep up with the times , we enforce the laws and prosocute them.do some research . we have gun control.but we wont tolerate a gun ban",27.333333333333332,Not Counterspeech,Gee..dont you people stay up with news? We have had more shootings in America by white Supremists than by Hispanic immigrants..do some research..you will find that a wall is not going to solve your problems....how about gun control...? Ever think about that?,no
"My condolences but if one black guy had done it, would you call for the arrest of every black man in America? or even their return to Africa?",13,Not Counterspeech,original post,no
Jerika Durrett air head bimbo.,12.333333333333334,Not Counterspeech,Im an airhead because my opinion is different than yours? Ok then.,no
Anthony Clark wondering why Obama didn't fix it,9.222222222222221,Not Counterspeech,Dan Burnzinsky *throw  dumb ass,no
Maida Broadbent Williams TROLL,19.11111111111111,Not Counterspeech,Brett Gibson awwww does he hurt your feelings???,no
BUILD A WALL.  IN NEW MEXICO TOO AS WE ARE DESPERATE TO STOP DRUGS AND VIOLENCE,9.666666666666666,Humor,original post,yes
Tyler Dougherty so the same sense would be made for a wall??,10,Counterspeech,"Wheres the data for this? I dont believe your statement.   Let me tell you a story. Someone wants to shoot a big bunch of kids, so they walk into a gun shop, get an semi-automatic gun straight away and goes and shoots up a school. This is the problem.   The solution: the same person wants to shoot a big bunch of kids, they go into a gun shop, background checks are required and then a waiting period. Background check finds the person with multiple mental health/violence issues and are not allowed a gun. Person can not shoot up a school and overtime thousands of lives are saved.",yes
"Right, because we make policy based on people's stories, not science and actual statistics.",32.55555555555556,Positive tone,original post,yes
Said the NRA. #WORSTPRESIDENTEVER,12,Counterspeech,original post,yes
"Raise the cost of the ""work in America visa"" . Then you can say Mexico paid for it.",10,Negative tone,original post,yes
"Kathy Zimmerman Blackwelder lets pray too for the families who have lost loved ones by americans killers. President Trump needs to build the wall. After that, lets see what is he going to do with all the murders of this side of the wall.",29.333333333333332,Not Counterspeech,Gree Gree Yes. If murders got what they deserved maybe they'd be less of them.,no
A American citizen killed my brother so how good is your wall when they are killer in America also,11.666666666666666,Not Counterspeech,original post,no
Would it only be illegal immigrants that would ransack his house? because no Americans would ever commit a crime  moron,12,Counterspeech,Are you against the wall? First take the door out of your house and leave everything open.,yes
Margo H Izabal https://www.nytimes.com/2017/11/27/nyregion/trump-tower-illegal-immigrant-workers-union-settlement.html,10,Affiliation,Make America Safe Again!!  This President cares about America and it's people!!,yes
Valerie Siggson idiot,8.222222222222221,Negative tone,The reason Democrats don't want walls is because they get kickbacks from all the drug cartels... That would stop all of that,yes
My husband and I were in a terrible reck in 2013.An illegal immigrant almost killed me and my husband. He was 17 didnt have a license was driving someone elses car. Was going 80 in a 30 miles zone. Before he hit us he passed a car with a family that had 3 little kids in the car. That could had very well killed them Thank god he didnt and my husband had to be cut out of the car. He was drunk on top of that. Didnt spend one night in jail. My husband was I c u for 14 days had too have emergency surgery on his neck and back. This is a man that has never had a broken bone in his body or stitches either. Until that night he still isnt the same till this day. So yes Im all for the wall percent. We need a president like Trump he is the one that can get the job done.,10.88888888888889,Counterspeech,original post,yes
Individual 1 exploits these families to fit his narrative. We have walls 650 miles of them. #Donthecon,7.333333333333333,Counterspeech,original post,yes
raise your hand if you believe a wall would have stopped 9/11!!!,18,Not Counterspeech,original post,no
"Apple, I'm sorry this happened to you, and my thoughts and prayers are with you. I hope you're doing better now. God bless.",24.11111111111111,Affiliation,"Kyle Callender from what the CHP officer stated, he came through Texas, thats all they had on the report. No address nothing.",yes
"Hal Bannasch those walls are to keep people in and not out...also, there are guards with guns to shoot the ones trying to escape",10.555555555555555,Affiliation,Prison walls will keep us safe from you.,yes
"Tess Marquardt again answer  the question.  People go over and under,  what is wrong with modern technology? Instead of a beautiful  black vanity wall? What is the matter with you??????",9.333333333333334,Counterspeech,Antonio Acquarelli aaaaaahoney do you know the difference  between  DOORS and a WALL????,yes
"Has Trump even mentioned the shooting this week of 5 people by Another American  who should not have had a gun. Nothing to do with the southern boarder again.  This post is one immigrant story which is now very old. Add up the amount of Americans our own Americans have killed in mass shootings!The emergency is new gun laws!!! And as for drugs, Americans buy it, sell it and use and will do anything to get it into the US. Most of it coming into ports of call on the east and west coasts. We have drug problems because we want drugs.!",13,Counterspeech,original post,yes
Working hard at lying to the American people.,11.777777777777779,Counterspeech,Thank you Mr President for working so hard for us American citizens!,yes
If the border wall would work I'd be all for it. But it doesn't. It won't.,12.222222222222221,Counterspeech,original post,yes
"Sympathies to the family but the odds of her being killed by a mass shooter in school, or by a drunk American are statistically higher than what happened here.   The courts failed long before he got to her.   There is nothing in these articles that say why he was illegal, just that he was suspected of being illegal.  Did he overstay a visa?  Is he a DACA kid?    Too many unknowns.",14.222222222222221,Negative tone,original post,yes
"Both partys want the wall ,Just dont want Trump to succeed.",19.88888888888889,Positive tone,original post,yes
January 2017 - Trump inaugurated - GOP majorities in both houses of Congress January 2017 Wall not an emergency February 2017 Wall not an emergency March 2017 Wall not an emergency April 2017 Wall not an emergency May 2017 Wall not an emergency June 2017 Wall not an emergency July 2017 Wall not an emergency August 2017 Wall not an emergency September 2017 Wall not an emergency October 2017 Wall not an emergency November 2017 Wall not an emergency December 2017 Wall not an emergency January 2018 Wall not an emergency February 2018 Wall not an emergency March 2018 Wall not an emergency April 2018 Wall not an emergency May 2018 Wall not an emergency June 2018 Wall not an emergency July 2018 Wall not an emergency August 2018 Wall not an emergency September 2018 Wall not an emergency October 2018 Wall not an emergency November 2018 Wall not an emergencyo November 2018 Democratic majority elected in House January 2019  EMERGENCY  Fact: Border apprehensions are at a 45 year low.  There is no crisis at our border. It's fake news.,17.166666666666668,Not Counterspeech,original post,no
Check out this Https://youtu.be/2uiPpj1t2lc,52.666666666666664,Affiliation,original post,yes
Not everybody's going to jump on here and say their family member was killed by illegal just to get attention,24.833333333333332,Not Counterspeech,original post,no
And how many illegals would you want in your house without your permission?!,11.666666666666666,Positive tone,original post,yes
A 60-high foot wall that spans 1/6 of the border is equal to a door being open? You people are beyond insane. Not to mention he's never going to get it. He's going to be stuck in the courts for years.,11.88888888888889,Counterspeech,Are you against the wall? First take the door out of your house and leave everything open.,yes
Jeremy Harbolt how dogist!,51.333333333333336,Humor,If walls didnt work then why do people keep building them?  Why do people build fences if they dont work? Do you live in a home? with 4 walls? I dont want my kids growing up in a world where they have to build walls around their hearts all because we couldnt build a wall on OUR border.,yes
"Dave Sienknecht Border busts, Border Patrol agents arrested five men carrying 4 foot tall backpacks with methamphetamine, cocaine and pills over the weekend near Gila Bend. This group was one of 5 groups of smugglers caught by agents in January near Gila Bend. In total, the drugs seized in the incidents was worth about $1.7 million. Customs and Border Protection",12.222222222222221,Not Counterspeech,"The question is, would a wall have stopped this guy from coming here? No, because the vast majority come across ports of entry, not the desert.",no
"A wall for germany too, PLEASE :-(",8.444444444444445,Counterspeech,original post,yes
Why does in cost $2500 out of my pocket in two weeks going to a doctor to be set up for high blood pressure medicine. I have insurance. Can you work on that one or do i need to vote democrat nrxt time. You promised and failed to deliver.,14.444444444444445,Negative tone,original post,yes
Trump lies for example in the sotu he said one out of three women in the caravans are molested.    The mainstream media looked into it and found trump lied.     Only 31 percent of women in the caravans were found to be molested!  Impeach trump and lock him up!,226.66666666666666,Counterspeech,original post,yes
"Build the wall no matter what the Dems, Pelosi and Schumer say!!",14.833333333333334,Not Counterspeech,original post,no
#WorstPresidentEVER,9.5,Affiliation,original post,yes
It's Mueller Time!!!!,47.333333333333336,Not Counterspeech,Trump is right. Impeach Pelosi for sedition.,no
Bill Johnson... trump cares only for trump ...,13.666666666666666,Negative tone,Make America Safe Again!!  This President cares about America and it's people!!,yes
Joan Hamilton it doesn't matter why he was illegal.  The fact that he had no legal right to be here is enough!,40.77777777777778,Negative tone,Jessica Amse Im not using Trump.fantasy stats,yes
Barbara Blitfield Pech Barack Obama,17.333333333333332,Counterspeech,An illegal president killed our country,yes
"26 First graders were murdered by a white American !  No one gives a damn about guns, Why a wall?",9,Not Counterspeech,original post,no
Build the wall please. Talking from experience in Texas,22.333333333333332,Affiliation,original post,yes
We have had over 300 mass killings in this country since trumps fake presidency and none have been at the hands of immigrants!,10,Counterspeech,original post,yes
So sorry for your terrible loss..,11.333333333333334,Positive tone,original post,yes
"I feel for this families, but cant comprehend how dumb dumb can use them for political purposes, a wall is not gonna stop this.",14,Not Counterspeech,original post,no
Felicia Peden Hill your comment isnt showing up for me for some reason,11.88888888888889,Not Counterspeech,"Illegal crossing on the southern border has been on the decline in the past 10 years, and a majority of illegal immigration is people over staying their visas. But yup believe the emotional driven propaganda all you want.",no
"Chris Weiss   You Fool!!!!  You may know the skin color because that's the first thing LIBERALS notice! But you have no IDEA whether they were Christian or not!!! Of course, unless you're writing a book and have researched and talked to the families, friends, churches they've attended, basically gathering evidence, facts, quotes from family members, friends, pastors of the churches these White males attended in order to write a book dealing with the mass shootings that occurred in 2017!!!   I know you're not a writer! I know you haven't researched this claim you've made of their religious background!  So why don't you SHUT UP and quit using this asinine claim to bash CHRISTIANITY!!  We have enough of that going on in our country today!!!!!",10.11111111111111,Positive tone,Every mass shooting in 2017 was carried out by American born Christian males!,yes
So he walked across the border or overstayed his visa- which is the usual MO?,11,Counterspeech,original post,yes
"""Everyone wants to rule the World...but you must earn it""...",14.444444444444445,Humor,original post,yes
"Trying to figure out who's opinion I should trust more  CIA NSA  FBI Homeland El Paso has filed a lawsuit on recent visit El Paso Gov't did not attend Trump Rally ?? , believe our Coast Guard that drugs and bad guys coming in Major Ports and tunnels or President who Thank God knows more than all the above I mentioned.  Well it's no contest !!!  The guy I voted for 2 years ago is CLUELESS and out of his element.  When presented with Real Data from his own agencies he was unable to answer reporters questions and you could see the frustration and started to babel incoherent  making up his own facts.  I can't vote for him in 2020.  I hope our GOP comes up with someone with integrity, honesty, dignity and has a healthy respect for women as well as people of color.  I got off the kool aid say 5 months after I voted for him.",5.333333333333333,Not Counterspeech,original post,no
Would love to hear those words from our leaders,23,Counterspeech,original post,yes
Lamphier--What is it that you want them to get??,11.555555555555555,Not Counterspeech,"James Anderson If youre thinking that bump stocks and large magazines should not  be illegal, that the legal age for purchase should not be 21, and that we should not improve access to mental health programs then you support the perpetrators of these mass shootings that constitute a real national emergency.",no
"ILLUMINATI BROTHERHOOD!!!!!!!!!! Greetings To Those Who Wish To Achieve Their Dreams And Become Great In Life.. Have You Be Looking For A Success Way In Life, Do You Desire To Join And Become A Great Member Of The Illuminati Brotherhood The Freemasons Fraternity To Change Your Entire Lifestyle Have You Be Looking For The Key To Success In Life, Join The Illuminati Today And Change Your Life Stories For The Best In Life; It Does Not Matter Who You Are But How WealthGreetings from the illuminati fraternity. We are proud to announced to the public that ongoing registration to be a member of the great Illuminati satanic brotherhood cult and start receiving 500,000USD monthly and be popular among others and have Riches and Fame, this is the only chance of becoming rich and famous in life. WARNING! WARNING!! WARNING!!! If you dont want to join the Illuminati do not read this message. Rules * You must be above 18 years of age. * You must have full access to the internet. * You must not discuss the secret of the Illuminati to anyone. * We are not interested in anyone who has obtained their knowledge about the Illuminati based on what they have heard from Mass Media (News or Performing Arts), Conspiracy Theorists (Amateur or Professional Authors or Speculators), Internet Rumors etc. * Once you join the Illuminati within one week of your membership you will achieved the greatest goal in life and also have wealth and fame. * No one discard the message of the GREAT ILLUMINATI if discarded the person will be tormented both day and night. * Failure to compel to the order and rules of the GREAT ILLUMINATI shall see your fame and riches taken back. * The money ALWAYS flows TOWARDS Illuminati members...and flows away from non Illuminati members... One of the rules of the Illuminati is ""We don't talk about the Illuminati"" so I can't say too much about it here. If you are truly interested contact us on WhatsApp +4915213420636, You Become In Life Say Yes To Your Decision Today And Achieve Your Dreams It Doesn't Matter What You Do Or Be In Life; You May be A Doctor-- A Footballer-- An Artist-- A Politician Trying To Contest For An Election-- A Pastor Seek for More Miracles-- A Lawyer-- Or A Business Man/Woman, Join Today To Posses Your Dreams Today In Life Move A Step Today And Let People Speak About The Goodness Of You In The World,, Joining Brings You Among The Most Popular People In The World, Life Is Too Short To Live In Poverty And Pain's Say Yes To Your Dreams Today and new members will be rewarded with the amount of 100,000,000USD... if you are interested in joining the great Illuminati Brotherhood, WhatsApp  ALEX on +4915213420636 and he will tell you the procedures of joining... 666 ,",15.5,Not Counterspeech,Thank you Mr President for working so hard for us American citizens!,no
"ABSOLUTELY!!! And brand every illegal half a dozen spots on their body, require English to be spoken in public, and close down any business working a migrant without proper credentials.",9.11111111111111,Facts/Logic,original post,yes
Thank you President Trump  for everything you do for America and the American people. You're such a great President. We are so very blessed to have you as our President.,13.5,Not Counterspeech,original post,no
"Jo Sechi Drugs kill more people than gun related deaths, so does vehicle drunk driving! How much of this countrys drugs come over our borders????? Over 90%!!!!! Several weeks ago tons of Fentanyl was confiscated at the border, enough to kill thousands!!!! Yes, Jo do some fact checking BUT DO it through a reputable source. My advice; Christian based news, Washington media research, call your senator's to keep informed of bills being passed!!!! STOP listening to bias propaganda, it make your debate ridulious.",47.5,Not Counterspeech,"Jo Sechi Drugs kill more people than gun related deaths, so does vehicle drunk driving! How much of this countrys drugs come over our borders????? Over 90%!!!!! Several weeks ago tons of Fentanyl was confiscated at the border, enough to kill thousands!!!! Yes, Jo do some fact checking BUT DO it through a reputable source. My advice; Christian based news, Washington media research, call your senator's to keep informed of bills being passed!!!! STOP listening to bias propaganda, it make your debate ridulious.",no
"The biggest problem in America is NOT illegal immigrants, its illiterate imbeciles, better known as TRUMP supporters",12.666666666666666,Positive tone,original post,yes
Margo Smith really?  Where do you get that information?  Did you know 50% of the violent crime in America is committed by 13% of the population.  That 13% ain't white.,12,Positive tone,Zdenka Udovicic  what is the problem with my statement? It is a fact followed by an ironic question. Maybe your English isnt good enough to understand the point of what I wrote?,yes
Shut up STUPID,8.88888888888889,Not Counterspeech,"Laurel Balinski, there is nothing   illegal about them  if they haven't entered the United States!  Can't refer to them as illegal immigrants.   It's your comment that's wrong!  Why is YOUR FB PAGE FAKE?",no
Build the wall...NOW! Please!,9.833333333333334,Positive tone,original post,yes
Race baiter pos President.,5.166666666666667,Affiliation,original post,yes
Jennifer Yvonne Croff and your point is?,7.777777777777778,Negative tone,Brian Roy,yes
Christopher Thompson I think most of the opposition is because these people know it will work .,7.555555555555555,Negative tone,"Robert Dahlquist in some cases it can be much more. My previous job was a medical biller for a pediatric rehab where they offered speech, physical and occupation therapy. We had many patients that lived in Mexico come across every day to receive treatment that was covered by Medicaid. Basically it seems parents are having kids on this side of the border with no intention of living here, only to qualify their children for benefits. We billed over 40k a week. This particular clinic is closed now due to budget cuts, but this is going on all over.",yes
"What about the 40,000 americans killed by gun violence in 2018...",29.555555555555557,Not Counterspeech,original post,no
Build the wall. MAGA,24.5,Not Counterspeech,original post,no
You did the right thing.,6.166666666666667,Positive tone,original post,yes
"America right now is under stress, it's doing so much self reflection on it's past. America has to confront those past images that occurred and must apologize to those it affected.",24.166666666666668,Not Counterspeech,original post,no
Other demo.,13.666666666666666,Negative tone,original post,yes
Dan Burnzinsky...Thought???......Did you mean THROW???...,12.666666666666666,Not Counterspeech,Anthony Clark lol,no
are you really that naive and behind in other current events(except for the hate trump ) that you don't know nk is in russia and chinas hip pocket?,11.666666666666666,Positive tone,"Don the Con, you are a liar, drooling moron, and as Ann Coulter so perfectly described you, a ""lazy and incompetent"" POTUS. Oh, I forgot, Ann also perfectly described you as a ""lunatic"" and ""the only national emergency is that our president is an idiot.""",yes
John N Karen Morris now thats a witch hunt... report people just cause ...,13,Not Counterspeech,"Julie Carr We proved it when we voted and got driver's licenses in the great state of Texas! Don't need to prove anything to you, tho.",no
Deport the rednecks keep the illegals.,14.222222222222221,Affiliation,Samuel Tan Yuan Han Most illegal immigrants overstay their visas.. Hows a wall gonna address that issue?,yes
A US worker allowed my disabled son to roll off of a changing table and fall onto a concrete floor.,11.666666666666666,Not Counterspeech,original post,no
The Democrats lust for power is stronger than their desire to make American citizens safer.,12.222222222222221,Not Counterspeech,original post,no
Horrible !!!!!!,15,Counterspeech,original post,yes
"Democrats and those so-called citizens who opposed the construction of a border wall will never be able to wash from their hands,  the blood of countless American killed by illegal aliens and drugs.",14.166666666666666,Not Counterspeech,original post,no
Didn't you just sign a bill giving it all away!,14.666666666666666,Counterspeech,original post,yes
The problem is when the immigrant doesn't face any charges because they are here illegally.   My uncle was killed in aurora colorado. He was hit by an illegal alien who was driving drunk without a license. The courts commuted his ENTIRE sentence so that he could be deported. So he is probably in mexico drinking beers with his friends while my aunt and cousins have no father or husband.,10.222222222222221,Not Counterspeech,Drunk drivers come from all walks of life. I'm sorry for the family. But it seems like alcoholism is the root cause of the epidemic that caused this death and thousands of others.,no
"Thats right ask Nancy palosi how her wall helps her , the pope and so many MORE!!!!!",12.777777777777779,Not Counterspeech,original post,no
We need to build that damn wall.  Those naysayers need to actually spend some quality time helping our boarder gaurds.,13.666666666666666,Not Counterspeech,original post,no
"TRUMP 2020!!! May God bless our nation, and again!",9.11111111111111,Positive tone,original post,yes
I miss my aunty  Too have a good day love you lori,6.833333333333333,Positive tone,original post,yes
Linda Durbin really hard for Americans huh? Cuz i still see ooor and homeless sleeping on our street while its winter .,12.222222222222221,Affiliation,Thank you Mr President for working so hard for us American citizens!,yes
Poland loves the US President and his wife,14.333333333333334,Positive tone,original post,yes
"Republicans in congress have no back bone.. old withering rich men. 0 miles have been built 2 years later, but amnesty has been granted to illegals sponsoring minors. Gtfoh",26.22222222222222,Counterspeech,original post,yes
"Im disabled because an illegal took a short cut across a California highway. Not even deported, 7 different I.Ds. I got nothing and hes still driving around!!!!!!!",11.666666666666666,Not Counterspeech,original post,no
Yes sir build the wall,9.833333333333334,Not Counterspeech,original post,no
No they aren't Palo. Show me the data and I'll show you why you're wrong.,22.5,Counterspeech,Fake news,yes
I don't believe the lies and propaganda of the Democrats. They want to hold on so tightly to their power and are willing to destroy life for  America's citizens even if it means death.  Thank you President Trump for everything. Trump 2020!,12,Counterspeech,original post,yes
6 people died in a shooting yesterday,11.666666666666666,Negative tone,original post,yes
"An illegal immigrant killed a friend of mine.  He was driving without a license and ran a stop sign.  My friend on his motorcycle hit the side of the van and was killed instantly.  He had no license, fictitious tags, and no insurance.  his wife was pregnant with their son who will never know his father.  NJ being a SHITHOLE sanctuary state did NOTHING about it!  He was arrested and released.  Build that wall before WE THE PEOPLE START KILLING THESE ILLEGALS!",12,Negative tone,original post,yes
"The overwhelming majority come in legally, overstaying visas, and through legal ports of entry other then Mexico.  A wall would prevent none of that - proper legislation, which lobbyists to both sides oppose, would.",12.333333333333334,Not Counterspeech,"The overwhelming majority come in legally, overstaying visas, and through legal ports of entry other then Mexico.  A wall would prevent none of that - proper legislation, which lobbyists to both sides oppose, would.",no
"Madeline Maisog Theetge Im sorry to hear, sending prayers for her",9.88888888888889,Affiliation,"Kyle Callender from what the CHP officer stated, he came through Texas, thats all they had on the report. No address nothing.",yes
"Joseph Nowik Yeah-- like when Obama bypassed Congress and gave 150 billion dollars to Iran under the cover of darkness.  He declared 13 National Emergencies, all of which are still cooking the books.  Most corrupt and overreaching President in US history.",28.22222222222222,Not Counterspeech,"""The only national emergency is that our president is an idiot""  Ann Coulter",no
Maximus Herrera what exactly?,12.11111111111111,Negative tone,Maximus Herrera what exactly?,yes
Hahaha MSM hahaha,13.333333333333334,Counterspeech,"Who you calling stupid I flunked math but my intelligence is above average!   99 percent of people surveyed say they are above average.     And the other half is even higher, if you asked them about their children.",yes
"To everyone saying you can't blame him because of his immigration status, why not? Yes technically it happened because he was drunk but imagine if he had never even been here in the first place? I completely support immigration, if you do it legally!!",13.5,Positive tone,original post,yes
"Wendi DelValle   Sorry for your loss. Unfortunately Donald Trump's boondoggle of a wall would not have helped.  Let him open Pandora's Box. Remember, once you open Pandora's Box you can't close it.  Donald Trump. Go ahead and declare a National Emergency. One of two things will happen. Either you will lose in court. Or, the next Democratic president will declare a National Emergency for climate change, gun control, DACA, Health Care reform and middle-class tax cuts. Just to start with. ",14.222222222222221,Counterspeech,An illegal immigrant killed my 24 year old brother about a mile from his home. My brother was test driving a motorcycle and the illegal immigrant pulled out in front of him(the man was driving unlicensed and illegally) then left my brother to die on the side of the road. So I support the wall 100%!!,yes
Bill Johnson   You cant be serious. Trump caring about someone else other than himself. Once Trump got elected he stopped worrying about America and its people.  He got there votes and thats all he wanted. This man isnt concerned about individual people.  Its just not in his makeup to care for anyone at all,12.777777777777779,Counterspeech,Make America Safe Again!!  This President cares about America and it's people!!,yes
John Garrison lol,13,Not Counterspeech,Ed Barnat grow up.,no
https://www.washingtonpost.com/opinions/dont-be-fooled-by-trumps-make-believe-crisis/2019/02/15/b66adc60-3158-11e9-8ad3-9a5b113ecd3c_story.html?utm_term=.93e683936b22,17.444444444444443,Affiliation,original post,yes
Jackie Lee Collins More People die from drugs than guns. Stop with the gun comparisons.,6.444444444444445,Counterspeech,Learie Jordan lol no one made a gun comparison?  keep em coming. This is like skeet shooting.  yeeyee,yes
Finish that wall!!!,8,Positive tone,original post,yes
you are dog ass stupid,12,Not Counterspeech,Nathan Berg well the thing is you can not prove it. And what your saying is a hyperbole.,no
Samuel Tan Yuan Han Most illegal immigrants overstay their visas.. Hows a wall gonna address that issue?,9.88888888888889,Not Counterspeech,Samuel Tan Yuan Han Most illegal immigrants overstay their visas.. Hows a wall gonna address that issue?,no
George Winn they offered 45 25 billion in 2018. He couldnt art of the deal that?  Come on. Hes a loser.,11.222222222222221,Negative tone,"Mitch Haynie so one tragedy justifies a million people forced into economic hardship for no purpose?  The shutdown accomplished nothing other than putting people into hardship, hence the national emergency declaration.  Your false dichotomy isn't working here.",yes
"President Trump,  you need to have another meeting with the press or a news reporter & say,  Youve heard me talk about border security enough and just play videos of the past presidents and current politicians who supported the wall as recently as 2015  #buildthewall #Trump2020 ",19.22222222222222,Not Counterspeech,original post,no
Build the wall...,22.166666666666668,Positive tone,original post,yes
https://www.facebook.com/15704546335/posts/10157841510401336/,13.833333333333334,Facts/Logic,original post,yes
Francisco Jess Guerrero Ibez,182,Humor,original post,yes
The Liberals are inhumane people!,12,Not Counterspeech,original post,no
There are American citizens in greater numbers carrying off mass shootings. Aurora the latest. Yet youve not called a gun control emergency. Crickets on your part.   Lets be realistic. If you wanted to protect American families youd do something about mass shootings. But being beholden to the NRA I guess you cant. All youre doing is playing the i love bring scared heart strings of your supporters.  Donald J. Trump,20,Not Counterspeech,original post,no
Dave Callender gave me a good laugh! Bravo!,11.222222222222221,Facts/Logic,Kanthar Balanathan check the history books. The great wall of China did not work.,yes
I really love your pictures and I will like to be a friend 413-353-4927 I will like to hear from you soon,11.055555555555555,Negative tone,"Christine Huggard Roach which doctor....there were several,as anyone who has undiagnosed illness knows.By the Grace of God.........",yes
"Worley Michael , say that up close, not behind a pc,",7.555555555555555,Positive tone,Kathy Smith Williams depends who the next president is walls have been taken down before.,yes
Shelva Wensel TROLL let Check your IQ  Low Minded naive Brain Limited Trumpee,22.88888888888889,Not Counterspeech,"Finish the Wall, Mr. President!  We are with you!  #WWG1WGA ",no
What about the CRAZY who killed 5 people yesterday?,9.88888888888889,Facts/Logic,original post,yes
Build That Wall,46.833333333333336,Not Counterspeech,original post,no
http://www.harley-davidson.tk/?m=1,10.166666666666666,Negative tone,original post,yes
Damn right Donald. Screw these people who have no common sense and want to see our country destroyed. They are blind and have no damn sense. Go Trump go!,12,Affiliation,original post,yes
Jennifer Yvonne Croff,10.222222222222221,Positive tone,Brian Roy,yes
"Kris Landers hyperbole? Seriously? Its not. Also, what are you trying to say about illegals? That you shouldn't befriend them because they will rape your children? That's not very tolerant of you, is it?",11.333333333333334,Counterspeech,Nathan Berg well the thing is you can not prove it. And what your saying is a hyperbole.,yes
Thank you President Trump. Keep making us safe and a better country. Dont listen to ANY of the politicians. They are all self centered.,9.333333333333334,Counterspeech,original post,yes
Haha sheeeeep. Thousands die everyday.but if you guys want to talk about people being murdered Just look ar all those school shooting by all them cocaians kids. But no one talk about gun reform. Man trump supporter are nothing but suckers and fools.,25.88888888888889,Facts/Logic,original post,yes
"2/3rds of illegals came here legally and overstayed their visas,  how's a wall going to prevent that ?",8.666666666666666,Humor,original post,yes
